@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
3,6,7,2,1,Sheep/goats,'Absence or near absence',85000,42.944106,323.138016,97.439729,1897.01,0.552953,1.95701,0.254402,0.201933,0.456335,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.141502,11245276016,9.680723,105555.5807,0.438978,0.196881,0.635859,0.507569,0.211098,0.718667,8
3,6,6,1,1,Sheep/goats,'Absence or near absence',200000,33.93683,239.555652,70.348193,2435.85,0.352711,2.098637,0.330091,0.144329,0.47442,'Tropical & Subtropical Moist Broadleaf Forests',24.345366,8904205979,3.230683,117047.6186,0.509651,0.194591,0.704242,0.612531,0.184768,0.797299,8
3,6,7,1,1,Sheep/goats,'Absence or near absence',800000,32,241.734015,66,2214.16,0.682743,1.92114,0.2605,0.238789,0.499288,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.436301,10254861129,7.123845,112793.8933,0.474415,0.215587,0.690002,0.542696,0.207008,0.749705,8
3,6,7,2,1,Bovine,'More than sporadically',25000,14,218.765497,80.154435,1068.08,0.738131,0.735649,0.21398,0.245696,0.459677,'Flooded Grasslands & Savannas',24.728927,8216232591,2.693609,119347.5949,0.401975,0.276538,0.678513,0.610282,0.15737,0.767652,5
3,6,7,3,1,'Absence or near absence','Absence or near absence',70000,45,373.129219,130.387556,1658.18,1.585859,2.046918,0.135851,0.300581,0.436431,'Tropical & Subtropical Grasslands, Savannas & Shrublands',17.724399,20070415029,11.9286,123074.0292,0.349918,0.329162,0.679081,0.498953,0.243517,0.742471,10
3,6,4,3,1,Sheep/goats,'Absence or near absence',63000,45.324773,367.721734,126.199937,1813.87,1.66234,2.15499,0.11798,0.292227,0.410207,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.277024,23765211571,7.461616,146959.5601,0.347013,0.345932,0.692945,0.553877,0.200642,0.754518,8
3,6,6,2,1,'Absence or near absence','Absence or near absence',360000,34,263.980569,88.347961,1892.54,0.998932,2.269942,0.194573,0.26911,0.463683,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.978139,14422661246,7.859101,108716.7287,0.441678,0.284175,0.725853,0.54136,0.221136,0.762495,7
3,6,7,2,1,Sheep/goats,'Absence or near absence',170000,40.983237,350.549455,96.172874,2314.41,1.017296,2.164977,0.206821,0.231189,0.438009,'Tropical & Subtropical Moist Broadleaf Forests',24.517755,8767931207,0.732189,131393.6591,0.501173,0.231092,0.732265,0.719901,0.100784,0.820685,10
3,6,7,4,1,Bovine,'More than sporadically',85000,41.355667,363.730381,139.551076,1767.84,0.694395,1.938192,0.258387,0.267414,0.525801,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.355487,16053942987,10.262769,108967.7416,0.382077,0.307148,0.689225,0.505383,0.221559,0.726942,7
3,6,7,1,1,Bovine,'More than sporadically',2000,22,272.912984,54.87045,1755.03,0.231711,2.062222,0.347407,0.173531,0.520938,Mangroves,26.50231,3304579848,1.510313,68051.21192,0.428901,0.181022,0.609923,0.665667,0.140477,0.806143,9
5,4,7,3,1,Bovine,'More than sporadically',220000,28.617517,371.347787,151.084062,2180.35,0.241332,1.919127,0.330721,0.112729,0.443451,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.712901,3509696126,3.432979,107772.9768,0.624164,0.087246,0.71141,0.603224,0.187734,0.790959,6
6,6,7,3,1,Bovine,'More than sporadically',16000,34.218014,325.958492,125.535365,2087.32,0.756517,2.451945,0.196099,0.214081,0.41018,'Flooded Grasslands & Savannas',18.968828,12754658363,6.44464,118308.9737,0.482375,0.244002,0.726376,0.56076,0.219245,0.780006,6
3,6,5,2,1,Bovine,'More than sporadically',238000,25.016912,370.582461,158.921988,2503.07,0.341645,2.586203,0.257101,0.142184,0.399285,'Tropical & Subtropical Moist Broadleaf Forests',19.018333,6601926733,1.635688,71490.02478,0.411432,0.192385,0.603817,0.640128,0.107999,0.748127,5
3,6,5,1,1,Bovine,'More than sporadically',100000,20,414.436576,114.391239,2289.83,0.374873,2.283418,0.29083,0.180766,0.471596,'Tropical & Subtropical Grasslands, Savannas & Shrublands',16.584007,20029282678,1.575661,156813.9814,0.415434,0.288193,0.703628,0.651615,0.115337,0.766952,8
3,6,6,1,1,Sheep/goats,'Absence or near absence',200000,43,310.477872,121.991561,2079.74,0.377457,1.455583,0.337784,0.193539,0.531323,'Tropical & Subtropical Grasslands, Savannas & Shrublands',23.714264,7589578679,2.943584,110656.0901,0.50071,0.194739,0.695449,0.609426,0.165972,0.775397,8
3,6,7,3,1,Sheep/goats,'Absence or near absence',12250,46,383.103918,130.924888,1951.28,0.990136,2.202273,0.189992,0.271849,0.461841,'Flooded Grasslands & Savannas',17.781618,18211605052,8.770208,117924.0096,0.39357,0.328297,0.721867,0.526056,0.223557,0.749613,8
5,4,7,3,1,Bovine,'More than sporadically',62000,42.880329,417.082664,121.22578,1940.43,0.851123,2.127299,0.229604,0.260432,0.468096,'Inland Water',17.865624,14209900804,8.120675,112488.8789,0.431843,0.294198,0.72604,0.537616,0.217564,0.75518,5
3,6,7,2,1,Bovine,'More than sporadically',45000,30.204677,315.656611,129.321511,2311.32,0.876371,2.090631,0.188326,0.262791,0.451116,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.780148,15825316357,5.707072,108837.2058,0.395873,0.317022,0.712895,0.562398,0.190275,0.752673,5
3,6,7,3,1,Sheep/goats,'Absence or near absence',70000,26,299.229719,130.979083,2481.83,0.989697,1.77789,0.182181,0.255075,0.437257,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.75072,18142076890,3.495891,120488.1821,0.340458,0.326158,0.666616,0.592701,0.163694,0.756395,10
3,6,7,3,1,Bovine,'More than sporadically',15000,32.469844,82.572807,127.000273,2393.09,0.902074,2.19343,0.183512,0.267389,0.450901,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.848518,18758274140,5.118352,123074.5047,0.362781,0.332321,0.695102,0.572227,0.186634,0.758861,9
5,6,5,4,1,Bovine,'More than sporadically',110000,25.179886,455.167314,145,1861.09,0.702812,1.923478,0.183595,0.193941,0.377536,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.582328,15069126112,1.298618,144039.0402,0.424002,0.169895,0.593897,0.680816,0.085753,0.766569,5
3,6,6,3,1,Bovine,'More than sporadically',8500,33,267.008928,121.791928,2518.66,0.770766,1.67253,0.212199,0.262266,0.474465,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.028913,15717116419,2.503432,106582.384,0.352191,0.318371,0.670562,0.60437,0.140849,0.745219,8
3,6,7,3,1,Sheep/goats,'Absence or near absence',11000,26,299.229719,130.979083,2481.83,0.989697,1.77789,0.182181,0.255075,0.437257,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.75072,18142076890,3.495891,120488.1821,0.340458,0.326158,0.666616,0.592701,0.163694,0.756395,7
5,6,5,3,1,Bovine,'More than sporadically',1000000,34,281.51919,135.192242,2239.89,0.547331,1.381614,0.286454,0.23157,0.518024,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.382077,14915127800,1.693918,100790.1009,0.346005,0.285088,0.631093,0.62432,0.094146,0.718466,5
6,6,7,3,1,Bovine,'More than sporadically',150000,32.914367,309.616101,128.928072,2193.44,0.724407,1.807837,0.238701,0.27601,0.51471,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.354773,13978275716,6.061279,103941.829,0.430985,0.299206,0.730191,0.557132,0.182554,0.739686,3
3,6,5,2,1,Bovine,'More than sporadically',110000,31,345.189485,138.229604,2246.65,0.455396,2.084956,0.281714,0.204289,0.486003,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.45865,10965837982,4.976973,105667.1297,0.478752,0.236332,0.715084,0.570993,0.204092,0.775085,6
3,6,5,2,1,Bovine,'More than sporadically',80000,37.309521,344.772995,144.313419,2013.6,0.374146,1.683757,0.324724,0.20487,0.529595,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.117301,6993797182,4.335228,89122.08238,0.527295,0.188788,0.716083,0.567937,0.173622,0.741559,6
5,6,5,1,1,Bovine,'More than sporadically',145000,33,279.833757,132.279738,2391.46,0.859366,1.838741,0.21462,0.240431,0.455051,'Flooded Grasslands & Savannas',20.185659,14034643150,3.222864,98278.9018,0.40096,0.292576,0.693536,0.591072,0.155644,0.746716,6
3,6,6,1,1,Sheep/goats,'Absence or near absence',40000,41.08064,323.771909,105.618598,2388.39,0.211187,1.995259,0.389268,0.129171,0.518439,'Tropical & Subtropical Moist Broadleaf Forests',24.298981,4935576660,2.854245,111772.7702,0.572516,0.137473,0.70999,0.61719,0.173848,0.791038,8
3,6,6,1,1,Bovine,'More than sporadically',135000,43.613861,327.03603,138.675857,2357.57,0.158947,1.850124,0.377153,0.098924,0.476077,'Tropical & Subtropical Moist Broadleaf Forests',22.359649,4389031613,2.848266,111334.7851,0.595244,0.100855,0.6961,0.624222,0.190001,0.814223,5
3,5,7,4,1,Bovine,'More than sporadically',100000,19,104.607666,25,4212.26,0.275428,2.980317,0.330741,0.12919,0.45993,'Tropical & Subtropical Moist Broadleaf Forests',24.44982,4767846253,2.261458,110391.1774,0.575285,0.113592,0.688877,0.637272,0.176961,0.814232,7
6,6,5,2,1,Bovine,'More than sporadically',237000,32.650037,477.601768,176.946319,2013.85,0.140404,2.228712,0.449944,0.088752,0.538696,'Tropical & Subtropical Moist Broadleaf Forests',19.050851,3910439083,2.861751,69841.81211,0.540196,0.157334,0.69753,0.59868,0.160944,0.759623,6
3,5,7,2,1,Sheep/goats,'Absence or near absence',112000,28.026999,373.198734,143.596215,1944.52,0.198316,1.926816,0.375262,0.125882,0.501144,'Tropical & Subtropical Moist Broadleaf Forests',22.781869,3332415560,2.44457,96037.25706,0.592757,0.102259,0.695016,0.610197,0.168022,0.778219,7
5,6,5,2,1,Sheep/goats,'More than sporadically',37000,28.026999,373.198734,143.596215,1944.52,0.198316,1.926816,0.375262,0.125882,0.501144,'Tropical & Subtropical Moist Broadleaf Forests',22.781869,3332415560,2.44457,96037.25706,0.592757,0.102259,0.695016,0.610197,0.168022,0.778219,6
3,6,7,4,1,Bovine,'More than sporadically',120000,31.832218,325.344603,103.2214,1898.11,0.228364,1.559578,0.403441,0.166454,0.569894,'Tropical & Subtropical Moist Broadleaf Forests',25.387255,3537188378,1.743201,77809.33547,0.476231,0.151783,0.628014,0.652214,0.150269,0.802484,5
6,6,7,2,1,'Absence or near absence','Absence or near absence',20000,5,220.184599,82.401764,1591,0.107521,0.689223,0.486121,0.130676,0.616797,'Tropical & Subtropical Moist Broadleaf Forests',26.092735,2579307447,2.779566,58570.86418,0.480249,0.174644,0.654894,0.611398,0.152504,0.763902,9
5,6,6,2,1,Bovine,'More than sporadically',600000,27.501871,399.143237,137.789846,1472.88,0.231892,1.319127,0.405051,0.156126,0.561177,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.362251,2466144649,2.877466,70369.96845,0.59263,0.12413,0.71676,0.592614,0.167233,0.759846,6
3,6,5,1,1,Bovine,'More than sporadically',255000,25.086065,440.239644,172.467078,2274.31,0.235004,4.386067,0.262117,0.15475,0.416867,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.399837,6129817057,1.244483,68198.09799,0.38852,0.155224,0.543744,0.66362,0.092282,0.755902,6
5,6,5,1,1,Bovine,'More than sporadically',100000,27.927599,440.565103,152.369376,1930,0.148877,1.499846,0.430825,0.124604,0.555429,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.068554,2988572404,3.164119,92659.93039,0.615463,0.102254,0.717717,0.602498,0.179342,0.78184,6
5,6,5,2,1,Bovine,'More than sporadically',60000,28.026999,373.198734,143.596215,1944.52,0.198316,1.926816,0.375262,0.125882,0.501144,'Tropical & Subtropical Moist Broadleaf Forests',22.781869,3332415560,2.44457,96037.25706,0.592757,0.102259,0.695016,0.610197,0.168022,0.778219,6
5,6,6,1,1,Bovine,'More than sporadically',20000,25.340831,125.900283,123.570488,2209.99,0.242584,1.547691,0.316627,0.155305,0.501692,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.862256,17128915243,0.859058,120448.7556,0.324588,0.296405,0.620993,0.69052,0.084476,0.774996,7
6,6,7,1,1,Sheep/goats,'More than sporadically',4500,34.851345,415.822313,158.354831,2235.55,0.212823,1.154002,0.421228,0.138645,0.559872,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.936832,6457756809,2.689559,73136.74629,0.485183,0.191387,0.67657,0.604844,0.15075,0.755594,5
5,6,7,1,1,Bovine,'More than sporadically',1026300,35.994677,459.275879,154.951126,1727.01,0.333827,1.798487,0.333345,0.17997,0.513315,'Tropical & Subtropical Grasslands, Savannas & Shrublands',17.921509,2351512834,2.068458,52669.69964,0.548334,0.146646,0.69498,0.623774,0.139668,0.763442,5
5,6,5,2,1,Bovine,'More than sporadically',40000,25.086065,440.239644,172.467078,2274.31,0.235004,4.386067,0.262117,0.15475,0.416867,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.399837,6129817057,1.244483,68198.09799,0.38852,0.155224,0.543744,0.66362,0.092282,0.755902,5
3,6,5,1,1,Bovine,'More than sporadically',50000,27.934411,460.757777,166.250025,2008.63,0.541771,2.609338,0.216976,0.19266,0.409635,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.56683,6707058434,1.637312,72322.03149,0.360645,0.140258,0.500903,0.643125,0.094393,0.737518,6
5,4,5,3,1,Bovine,'More than sporadically',325000,22.582597,388.213213,119.560014,2433.05,0.151206,1.355175,0.405241,0.126531,0.561694,'Inland Water',18.620687,14304318419,0.67954,128623.6895,0.375498,0.271127,0.646625,0.704874,0.06644,0.771314,7
5,4,5,3,1,Bovine,'More than sporadically',40000,30,263.197578,131.638678,2228.69,0.469202,1.21728,0.292211,0.234929,0.527139,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.81277,18216227940,1.380752,117274.1306,0.313092,0.314419,0.627511,0.644609,0.084969,0.729578,7
3,5,5,1,1,Sheep/goats,'Absence or near absence',375000,36.972855,530.30926,152.557227,2265.55,0.231049,2.190254,0.352868,0.139881,0.492749,'Tropical & Subtropical Moist Broadleaf Forests',16.960093,15383245742,0.621543,158183.0574,0.433738,0.255244,0.688983,0.71489,0.073211,0.788101,9
3,6,5,4,1,Bovine,'More than sporadically',520000,29,425.805527,145.498132,2183.75,0.235616,2.046017,0.356438,0.12104,0.477478,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.595486,14072964595,0.49646,150722.5767,0.428507,0.23453,0.663037,0.724528,0.056274,0.780803,6
5,4,5,3,1,Bovine,'More than sporadically',425000,26.854195,400.804704,144.190066,2085.88,0.454157,3.044263,0.222029,0.172729,0.394758,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.466181,14799781041,1.447973,128027.2239,0.390198,0.177496,0.567695,0.660414,0.102213,0.762627,7
5,4,5,3,1,Sheep/goats,'Absence or near absence',76000,28.690218,254.476407,118.913428,2541.2,0.747012,1.721955,0.218434,0.244657,0.463091,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.229088,20139363151,1.652844,126957.9197,0.321705,0.325816,0.64752,0.634469,0.110707,0.745176,8
3,6,5,4,1,Bovine,'More than sporadically',200000,28,479.474636,161.011973,2067.24,0.727768,4.106269,0.181249,0.200385,0.381634,'Tropical & Subtropical Moist Broadleaf Forests',20.790077,14829464236,0.556359,164579.0542,0.461387,0.189373,0.65076,0.73155,0.05577,0.78732,5
3,6,5,4,1,Bovine,'More than sporadically',55000,18.98064,310.495566,117.654999,2408.32,0.626014,2.19194,0.236948,0.205435,0.442382,'Tropical & Subtropical Grasslands, Savannas & Shrublands',17.489454,18849962472,1.609521,143990.7925,0.391343,0.297926,0.689269,0.645531,0.105377,0.750908,5
3,6,7,1,1,Bovine,'Absence or near absence',7500,35.218014,394.255245,151.651164,2124.16,0.352264,1.31644,0.356871,0.17692,0.533792,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.435432,6770184649,3.702343,78976.34522,0.509104,0.191644,0.700748,0.582441,0.167955,0.750396,6
3,6,7,2,1,Bovine,'More than sporadically',87000,28.062513,379.494623,138.429877,2109.44,0.331265,2.353977,0.298615,0.161589,0.460204,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.304858,5888824305,4.775952,99675.63239,0.549052,0.151341,0.700393,0.581664,0.223958,0.805622,5
3,6,7,1,1,Sheep/goats,'Absence or near absence',53000,36.468264,380.913396,138.272791,2357.57,0.367296,1.860141,0.307955,0.160114,0.468069,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.111741,4557872667,3.793148,118774.4473,0.610596,0.098202,0.708798,0.608116,0.219768,0.827884,8
5,4,7,3,1,Bovine,'More than sporadically',163000,55.911574,420.193227,140.206061,2172.58,0.632866,2.319559,0.22615,0.241946,0.468096,'Montane Grasslands & Shrublands',17.858302,14168511801,7.466813,108215.3335,0.436179,0.294431,0.73061,0.54552,0.202543,0.748064,5
5,4,7,4,1,Bovine,'More than sporadically',600000,28.690218,399.135951,145.583855,2032.87,0.613584,4.080169,0.18859,0.171535,0.360124,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.493982,15581893329,0.994478,143340.2398,0.411408,0.194841,0.606249,0.692202,0.080094,0.772296,8
5,6,5,3,1,Bovine,'More than sporadically',85000,31.959181,362.49497,134.181558,2200.37,0.369238,2.722771,0.290656,0.186928,0.477584,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.045079,13269084146,5.9216,106154.3638,0.461492,0.277198,0.738689,0.558946,0.192908,0.751854,6
3,4,5,2,1,Bovine,'More than sporadically',250000,22.822658,370.90901,152.766317,2130.97,0.252047,2.60423,0.327127,0.181003,0.50813,'Tropical & Subtropical Grasslands, Savannas & Shrublands',21.768072,10801510855,1.622508,96256.42551,0.349139,0.145376,0.494515,0.652077,0.090867,0.742944,5
3,4,6,1,1,Sheep/goats,'Absence or near absence',18000,39.422472,515.065304,196.573631,2236.83,0.602234,3.423694,0.178932,0.206297,0.385229,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.304069,13230061873,0.303519,193996.3342,0.535948,0.16533,0.701278,0.76044,0.044255,0.804695,8
5,6,5,4,1,Bovine,'More than sporadically',2133000,19.316609,439.137134,129.107194,2244.22,0.292544,2.22156,0.319642,0.144209,0.463851,'Tropical & Subtropical Grasslands, Savannas & Shrublands',16.736439,18719752040,1.07082,155682.9639,0.416222,0.283311,0.699533,0.673313,0.090694,0.764007,6
3,4,7,2,1,Sheep/goats,'Absence or near absence',100000,12,236.645771,96.938954,1900.7,1.124374,1.843242,0.132288,0.241762,0.37405,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.242592,19541084349,0.544497,182470.4682,0.377577,0.282457,0.660034,0.729135,0.061183,0.790318,9
3,5,7,3,1,Sheep/goats,'Absence or near absence',40000,74.319209,351.117975,141.861202,3587.34,0.626521,1.808714,0.276442,0.219605,0.496046,'Tropical & Subtropical Moist Broadleaf Forests',24.23694,10244752778,0.329137,205861.1686,0.590869,0.162534,0.753404,0.76932,0.059563,0.828884,9
3,4,7,1,1,Bovine,'More than sporadically',115000,27.995499,472.741769,151.92981,2529.4,0.30856,2.865805,0.324354,0.126478,0.450832,'Tropical & Subtropical Moist Broadleaf Forests',17.574445,20539782376,0.650365,177573.976,0.425037,0.265872,0.690909,0.708386,0.073041,0.781427,6
5,6,5,3,1,Bovine,'More than sporadically',200000,24.478815,180.442529,113.27931,2433.05,0.878395,1.834172,0.160195,0.222908,0.383103,'Tropical & Subtropical Grasslands, Savannas & Shrublands',20.641023,19522638205,1.329635,135040.0948,0.315623,0.310187,0.62581,0.657936,0.11005,0.767985,6
5,4,7,3,1,Bovine,'More than sporadically',200000,22.162421,294.362713,141.270441,2430.44,1.20953,4.275799,0.16067,0.186611,0.347281,'Tropical & Subtropical Moist Broadleaf Forests',19.416481,23459360810,0.437314,217050.8554,0.456042,0.251631,0.707673,0.743316,0.062557,0.805873,6
3,5,7,1,1,Sheep/goats,'Absence or near absence',80000,15.449497,321.905781,93.10933,1980.27,1.103306,1.151067,0.19203,0.200903,0.392933,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.407593,18458082304,0.744363,169147.468,0.348142,0.298633,0.646775,0.707991,0.076776,0.784767,8
3,4,8,2,1,Sheep/goats,'Absence or near absence',115000,22.324842,300.151613,130.908698,2710.81,1.164453,4.405735,0.162714,0.225781,0.388496,'Tropical & Subtropical Moist Broadleaf Forests',19.423562,24328754872,0.59857,193073.3166,0.398795,0.274308,0.673103,0.722975,0.077141,0.800116,10
3,5,8,1,1,Sheep/goats,'Absence or near absence',40000,14,271.166571,90.473391,2029.2,1.100447,1.063008,0.199887,0.188784,0.38867,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.69038,20712933335,0.648654,164000.6811,0.312097,0.310039,0.622135,0.709133,0.049442,0.758575,8
3,6,7,4,1,Bovine,'Absence or near absence',115000,47,364.794889,128.887792,1814.95,1.65166,1.996613,0.116302,0.278525,0.394827,'Tropical & Subtropical Grasslands, Savannas & Shrublands',18.128344,23776625424,9.253689,139965.1244,0.356412,0.349292,0.705704,0.529521,0.224567,0.754088,8
3,5,7,1,1,Bovine,'Absence or near absence',38000,73.013389,396.738053,143.829628,4017.18,0.560917,1.711623,0.289894,0.211596,0.501489,'Tropical & Subtropical Moist Broadleaf Forests',24.948472,14404955165,0.335712,212615.8447,0.529461,0.192262,0.721723,0.77413,0.066342,0.840472,6
3,5,6,2,1,Sheep/goats,'Absence or near absence',200000,26,236.051718,101,2355.08,1.22441,2.414432,0.060488,0.265283,0.325772,'Tropical & Subtropical Moist Broadleaf Forests',23.171114,9767982930,0.347092,193130.177,0.581327,0.20057,0.781897,0.759831,0.056584,0.816415,9
3,5,7,1,1,Sheep/goats,'Absence or near absence',24000,21.982567,220.651979,97,2106.21,1.573078,2.600115,0.103089,0.244863,0.347952,'Tropical & Subtropical Moist Broadleaf Forests',22.310363,12945239688,0.607282,187141.2796,0.506377,0.214511,0.720888,0.73471,0.081553,0.816264,10
3,5,7,2,1,Sheep/goats,'Absence or near absence',600000,14.069921,240.123048,99.094412,2115.89,1.622072,2.346371,0.123281,0.240199,0.36348,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.582974,13476513660,0.758138,178328.7772,0.463143,0.246314,0.709457,0.718049,0.091027,0.809076,10
3,5,7,1,1,Sheep/goats,'Absence or near absence',100000,22.063673,239.93731,102.439986,1984.22,1.438179,2.617942,0.114535,0.258412,0.372948,'Tropical & Subtropical Moist Broadleaf Forests',22.606888,8722354838,0.362133,202235.1105,0.60644,0.15355,0.75999,0.760088,0.064038,0.824126,7
3,5,6,1,1,Sheep/goats,'Absence or near absence',200000,24,250.614896,113.553742,1938.61,1.492652,2.730415,0.129217,0.232616,0.361833,'Tropical & Subtropical Moist Broadleaf Forests',22.805005,7573895421,0.281562,200698.0618,0.653645,0.131279,0.784923,0.777844,0.04882,0.826665,8
6,6,5,2,3,Pigs,'Absence or near absence',3500000,12,227.004965,94.659623,1906.95,1.182158,1.84158,0.119408,0.2293,0.348709,'Tropical & Subtropical Grasslands, Savannas & Shrublands',22.595597,17474011556,0.532409,180736.6547,0.399507,0.274307,0.673814,0.733095,0.058691,0.791786,8
3,5,7,3,1,Sheep/goats,'Absence or near absence',1000000,23.558323,247.181515,108.565442,2093.41,1.376518,2.588673,0.10761,0.236959,0.344569,'Tropical & Subtropical Moist Broadleaf Forests',22.711147,7545691031,0.312771,213481.0312,0.651509,0.12659,0.778099,0.767319,0.054936,0.822255,8
3,5,7,1,1,Sheep/goats,'Absence or near absence',25000,30.354685,269.640632,145.754341,1964.42,1.282098,2.5501,0.075691,0.247677,0.323368,'Tropical & Subtropical Moist Broadleaf Forests',22.700126,7498670281,0.290355,221442.9451,0.677348,0.116741,0.794088,0.773102,0.049634,0.822736,9
3,5,7,2,1,Sheep/goats,'Absence or near absence',125000,33.306557,254.211027,123.876406,2346.65,1.08497,2.667418,0.030839,0.274225,0.305063,'Tropical & Subtropical Moist Broadleaf Forests',22.939801,6321638490,0.268478,188283.912,0.657374,0.141764,0.799138,0.776317,0.04595,0.822267,9
3,4,7,2,1,Sheep/goats,'Absence or near absence',68,22,254.854511,124.215115,1886.72,1.491438,2.584561,0.10429,0.240841,0.345131,'Tropical & Subtropical Moist Broadleaf Forests',22.760987,8680865422,0.321819,199423.8745,0.640502,0.151367,0.791869,0.771118,0.054012,0.82513,9
3,5,7,1,1,Sheep/goats,'Absence or near absence',850000,67.163029,312.383468,125.326565,3330.89,0.928939,2.053885,0.232015,0.246976,0.478992,'Tropical & Subtropical Moist Broadleaf Forests',23.223738,5681318043,0.252289,185072.2912,0.668982,0.124815,0.793797,0.786698,0.046688,0.833386,7
3,4,7,1,1,Sheep/goats,'Absence or near absence',275000,38.749724,370.069797,175.878794,2272.66,1.438251,3.803647,0.086086,0.253611,0.339697,'Tropical & Subtropical Moist Broadleaf Forests',19.944557,11179558329,0.304586,226955.4252,0.617411,0.130972,0.748383,0.766879,0.050459,0.817338,8
3,4,7,1,1,'Absence or near absence','Absence or near absence',2500,39.463454,338.618605,159.912873,2038.18,1.597355,3.485918,0.063999,0.262293,0.326292,'Tropical & Subtropical Moist Broadleaf Forests',21.4178,9483286472,0.305852,243307.949,0.673789,0.114119,0.787908,0.769289,0.044588,0.813878,8
3,4,7,1,1,Sheep/goats,'Absence or near absence',21000,25.872654,233.514337,128.368981,1990.54,1.597362,3.472105,0.123556,0.21179,0.335345,'Tropical & Subtropical Moist Broadleaf Forests',21.014056,13402719796,0.3729,244159.7228,0.601413,0.159303,0.760716,0.754137,0.062199,0.816336,10
3,4,7,3,1,Sheep/goats,'Absence or near absence',300000,32.974932,271.121082,152.293691,1937.23,1.129027,3.153986,0.068056,0.282431,0.350486,'Tropical & Subtropical Moist Broadleaf Forests',22.124622,6930236829,0.295339,241762.1102,0.699067,0.091775,0.790842,0.76568,0.047311,0.812992,8
3,6,5,1,1,Sheep/goats,'More than sporadically',200000,39.422472,515.065304,196.573631,2236.83,0.602234,3.423694,0.178932,0.206297,0.385229,'Tropical & Subtropical Grasslands, Savannas & Shrublands',19.304069,13230061873,0.303519,193996.3342,0.535948,0.16533,0.701278,0.76044,0.044255,0.804695,8
